year,state_name,district_name,murder,clpbl_hmcrd_not_amt_murder,hit_and_run,acdnt_other_than_hit_and_run_,deaths_negl_rel_rail_acdnt,deaths_due_med_negnc,deaths_neg_civic_bodies,deaths_other_negnc,dowry_deaths,abetment_of_suicide,atmpt_cmmt_murder,atmpt_cmmt_clpb_hmcrd,atmpt_cmmt_suicide,miscarr_infant_foetic_aband,vlntrly_caus_simple_hurt,vlntrly_caus_dangers_weapons,vlntrly_caus_pub_srvnt_duty,hrt_endgrng_lf_safety,other_simple_hurt,vlntrly_caus_grvus_hurt,grvus_hrt_dangerous_wepn,acid_attack,atmpt_acid_attack,grvus_hrt_pub_srvnt_duty,grvus_hrt_lf_safety,other_grievous_hurt,wrngful_rest_cnfm,assault_on_women,sex_hrrsmt_work_office_prms,sex_hrrsmt_pub_trnsprt_sys,sex_hrrsmt_shelter_homes,sex_hrrsmt_other_places,intnt_disrbe,voyeurism,stalking,missing_child_kidnpd,other_kidnp_abduc,kidnp_abdctn_begging,kidnp_abdctn_murder,kidnapping_for_ransom,kidnp_abdctn_marrg,proc_minor_girls,import_girls_frgn_cntry,other_kidnp_abduc_sec_365_369,human_trafficking,exp_traf_person,sell_minors_prost,buy_minors_prost,rape,atmpt_rape,unnatural_offences,ofnc_agnst_state_sedition,ofnc_agnst_state_other,ofnc_agnst_pub_trnqul,rioting_communal_religious,rioting_sectarian,rioting_industrial,rioting_political,rioting_caste_conflict,rioting_agrarian,rioting_students,rioting_vigilants,rioting_money_dispute,rioting_water_dispute,rioting_land_property_dispute,rioting_family_disputes,rioting_enmity_rivalry,riot_elec_pwr_disp,riot_andolan_morcha,riot_polc_prsnl_gvt_srvnt,other_rioting,prmt_enmty_grps,impt_asrtns_prjudc_intgrtn,affray,auto_motor_vehicle_theft,other_thefts,day_time_burglary,night_burglary,extortion_and_blackmailing,robbery,atmpt_dacoity_robbery,dacoity,dacoity_with_murder,mkng_prprtn_assmbly_cmmttng_dcty,criminal_misappropriation,criminal_breach_of_trust,dsh_hon_rec_deal_stl_prop,counterfeit_coin,cntrfte_govt_stamp,cntrft_seal_mark,cntrft_curr_bank_notes,bank_frauds,atm_fraud,credit_debit_card_fraud,other_frauds,cheating,forgery,ofnc_elections,disbnc_ordr_prmlgtd_pblc_srvnt,harboring_offender,sale_food_drugs,rash_driving_pub_way,csng_hrt_rsh_nglgnt_drvng_pblc_wy,grvus_hrt_rsh_nglgnt_drvng,obstruction_pub_way,sale_obscene_books_objects,obscene_acts_songs_public_places,ofnc_religion,cheating_impersonation,ofnc_mischief,arson,criminal_trespass,crlty_husbnd_relatives,crcl_false_fake_news_rumours,criminal_intimidation,insult_modesty_women,other_ipc_crimes,total_crimes
2017,Madhya Pradesh,Morena,41,11,263,0,0,0,0,0,35,21,70,22,0,9,0,917,52,747,15,0,360,0,0.0,0,0,0,510,57,0,0,0,0,5,20,35,26,28,0,0,2,23,0,0,8,1,0,0,0,85,1,5,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,88,0,0,0,449,221,0,283,0,66,0,5,0,6,0,23,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,107,14,0,0,8,2,0,18,0,225,0,780,2,576,6365.0
2017,Madhya Pradesh,Narsimhapur,30,3,0,197,0,0,0,15,16,21,43,0,2,4,1325,542,36,0,21,146,6,0,0.0,0,0,0,0,33,0,0,0,149,1,2,69,71,24,0,0,0,9,0,0,0,0,0,0,0,119,0,5,0,0,0,0,0,3,1,0,8,0,0.0,0,0,0,0,21,0,0,0,0,0,0,1,126,71,15,142,0,4,0,0,0,1,0,6,0,0,0,0,0,6,6,0,0,23,0,0,2,0,0,38,500,58,1,0,0,7,0,0,26,46,157,0,0,4,58,4220.0
2017,Madhya Pradesh,Neemuch,10,0,84,5,0,0,0,0,1,22,10,0,0,2,1110,32,16,13,0,28,1,0,0.0,0,0,0,0,41,0,0,0,10,0,1,12,31,0,0,0,0,0,1,0,0,0,0,2,0,45,0,1,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,23,0,0,0,129,92,4,58,0,11,2,0,0,5,0,31,0,0,0,0,1,0,0,0,0,20,1,0,3,0,0,41,328,92,1,0,5,7,0,0,7,33,25,0,151,6,95,2651.0
2017,Madhya Pradesh,Panna,18,3,87,0,0,0,0,4,19,18,12,7,1,6,85,120,21,18,0,79,0,0,0.0,0,0,0,11,65,0,0,0,11,1,0,5,0,125,0,1,1,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,30,45,0,88,0,3,0,0,0,1,0,1,2,0,0,0,0,6,11,0,13,0,0,0,1,0,0,2,335,25,23,0,0,6,0,22,8,10,31,0,604,0,6,2016.0
2017,Madhya Pradesh,Raisen,38,4,226,0,0,0,0,4,12,23,41,0,0,0,2758,0,43,0,0,108,0,0,0.0,0,0,0,0,111,0,0,0,29,1,3,12,7,94,0,0,0,11,0,0,0,0,0,0,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,30,0,0,0,167,127,10,112,0,15,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,30,0,0,0,0,0,0,692,28,0,0,0,0,0,0,0,0,84,0,0,7,34,4930.0
2017,Madhya Pradesh,Rajgarh,22,0,231,0,0,0,0,0,7,16,30,0,0,8,2,91,40,0,0,45,2,0,0.0,0,0,0,0,242,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,0,3,0,0,0,81,2,6,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,55,0,0,0,251,108,0,152,0,24,2,1,0,3,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,51,810,34,0,0,0,0,18,0,79,0,98,116,130,8,1095,3937.0
2017,Madhya Pradesh,Ratlam,31,1,184,15,0,0,0,0,3,20,38,1,0,7,162,101,50,9,19,80,10,0,0.0,0,1,0,1,115,0,0,0,31,3,1,34,0,112,0,0,0,34,0,0,7,1,0,1,0,137,1,2,0,0,0,1,0,0,0,1,3,0,0.0,0,0,0,0,0,0,1,0,27,0,0,1,195,162,17,114,7,30,1,1,0,2,0,13,0,0,0,0,0,0,0,6,0,41,12,0,1,0,0,93,625,262,4,1,17,8,1,1,30,9,164,3,2215,15,95,5391.0
2017,Madhya Pradesh,Rewa,58,2,198,65,0,0,0,60,35,27,39,7,0,16,185,263,61,0,47,162,12,0,0.0,0,0,0,0,136,0,0,0,48,23,2,6,318,0,0,0,6,19,0,0,6,1,0,0,0,110,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,37,0,0,0,475,335,50,380,2,78,0,4,0,0,0,6,3,0,0,0,0,3,14,0,1,15,39,0,3,3,0,168,1002,3,5,0,0,4,0,21,31,85,116,0,0,3,2367,7168.0
2017,Madhya Pradesh,Sagar,65,2,333,0,0,0,0,7,28,55,73,9,1,12,2668,840,88,111,136,412,21,1,0.0,0,1,0,281,405,0,0,0,104,4,2,23,84,2,0,0,0,186,0,0,1,0,0,0,0,213,2,6,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,6,0,0,0,0,69,6,0,1,289,257,27,269,7,34,3,1,0,1,0,25,0,0,0,0,0,0,0,0,0,75,0,0,14,1,1,120,1247,57,3,1,11,9,0,35,29,198,304,0,74,6,105,9462.0
2017,Madhya Pradesh,Satna,63,0,384,0,0,0,0,0,23,21,29,3,1,9,0,229,51,0,0,119,0,0,0.0,0,0,0,242,202,0,0,0,0,0,0,0,114,4,0,0,0,206,0,0,0,0,0,0,0,153,1,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,42,0,0,0,304,193,0,295,20,28,0,2,0,1,0,8,0,0,0,0,1,0,0,0,59,0,0,0,6,0,0,180,905,266,10,19,2355,0,0,0,14,131,144,0,0,7,133,6980.0
2017,Madhya Pradesh,Seoni,29,4,107,65,0,0,0,13,9,17,20,2,0,2,85,326,23,0,0,36,0,0,0.0,0,0,0,22,0,0,0,0,83,0,0,47,0,89,0,0,0,3,0,0,28,1,0,0,0,53,1,1,0,0,14,0,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,2,0,2,0,0,84,96,16,106,0,3,0,0,0,0,0,3,0,0,0,0,0,1,7,0,0,29,6,0,0,0,0,1,692,18,12,0,0,5,0,0,11,74,123,0,0,8,1165,3546.0
2017,Madhya Pradesh,Shahdol,35,6,33,131,0,0,0,0,11,12,29,2,2,4,196,95,34,8,24,68,2,1,0.0,0,0,0,0,108,0,0,0,25,4,0,17,154,0,0,1,0,12,3,0,1,6,0,0,0,107,1,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,10,2,0,3,90,153,31,181,3,27,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,37,0,0,2,0,0,60,493,63,8,0,0,3,0,31,19,177,282,0,52,1,2365,5245.0
2017,Madhya Pradesh,Shajapur,23,0,97,0,0,0,0,4,5,13,23,0,2,1,963,85,17,14,15,83,7,0,0.0,0,2,0,0,17,0,0,0,61,2,0,14,29,2,0,0,0,9,0,0,0,0,0,0,0,52,1,3,0,0,0,8,0,0,0,0,0,0,0.0,0,0,4,0,2,1,11,1,4,0,0,2,143,116,4,73,1,7,0,0,0,1,0,8,0,0,0,0,0,2,2,0,2,10,7,0,5,0,0,20,217,132,5,0,2,4,0,6,13,47,32,0,29,2,5,2472.0
2017,Madhya Pradesh,Sheopur,13,2,41,0,0,0,0,4,3,7,9,0,1,3,662,48,14,0,2,51,0,0,0.0,0,0,0,0,38,0,0,0,2,1,2,6,16,0,0,0,0,4,0,0,0,0,0,0,0,29,0,2,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0,7,0,0,1,6,0,0,0,42,25,0,49,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,151,5,0,0,0,0,0,0,0,0,24,0,0,0,115,1400.0
2017,Madhya Pradesh,Shivpuri,34,1,216,0,0,0,0,0,15,16,30,11,1,3,1795,380,42,43,0,76,4,0,0.0,0,0,0,283,168,0,0,0,10,1,1,7,0,113,0,0,0,1,0,0,0,2,0,0,0,86,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,39,2,0,0,149,146,0,171,0,21,0,1,0,4,0,8,0,0,0,0,3,0,0,0,0,46,0,0,10,0,0,0,726,0,0,0,0,5,0,30,21,13,62,0,82,1,118,5000.0
2017,Madhya Pradesh,Sidhi,26,3,131,0,0,0,0,9,11,20,13,1,0,7,0,100,27,7,0,42,3,0,0.0,0,0,0,87,65,0,0,0,25,0,0,4,7,2,0,0,1,70,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,2,0,0,0,0,5,0,0,0,49,254,22,171,0,10,0,0,0,0,0,7,0,0,0,0,1,0,42,23,0,16,0,0,13,0,0,49,485,33,27,0,1171,3,0,10,9,71,24,0,4,2,86,3289.0
2017,Madhya Pradesh,Sehore,21,2,199,11,0,0,0,0,10,24,42,0,1,9,288,104,60,6,0,35,4,0,0.0,0,0,0,0,126,0,0,0,21,0,0,36,0,37,0,0,0,59,0,0,1,0,0,0,0,132,0,8,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,37,0,0,0,379,207,3,214,3,20,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,42,1,0,2,0,0,108,637,176,8,0,1959,2,0,8,14,85,203,0,36,5,15,5416.0
2017,Madhya Pradesh,Singrauli,44,5,25,125,0,0,0,12,12,12,8,0,0,5,104,146,14,8,0,67,1,0,0.0,0,0,0,0,45,0,0,0,55,0,0,7,53,0,0,0,0,36,0,0,2,0,0,1,0,94,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,4,0,0,0,0,0,0,0,1,65,119,8,105,1,13,0,0,0,27,0,1,0,0,0,0,0,4,11,0,0,6,15,0,9,0,0,41,331,62,10,0,1534,2,2,13,7,59,129,1,1,0,7,3487.0
2017,Madhya Pradesh,Tikamgarh,18,1,136,0,0,0,0,0,21,12,24,0,0,4,2258,772,55,194,52,54,85,1,0.0,0,5,0,1,182,0,0,0,23,7,0,11,0,48,0,0,0,0,0,0,79,4,0,0,0,131,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,45,0,0,0,93,153,27,95,0,26,1,3,0,1,0,7,0,0,0,0,0,0,6,0,0,23,14,0,5,0,0,49,501,37,9,1,3,8,0,38,12,180,121,0,0,1,116,5757.0
2017,Madhya Pradesh,Ujjain,52,1,279,1553,0,0,0,10,5,21,134,2,3,11,5795,280,90,120,131,111,9,1,0.0,0,0,0,0,177,0,0,0,106,0,3,50,0,157,0,0,3,24,0,0,10,2,0,0,0,187,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,105,2,0,0,717,434,102,261,7,66,1,1,0,0,0,28,0,0,0,0,1,0,0,0,1,94,4,0,10,0,0,0,0,0,1,2,0,32,3,4,38,176,279,0,103,20,134,11956.0
2017,Madhya Pradesh,Umaria,16,2,63,0,0,0,0,7,4,9,4,1,0,0,1057,23,9,0,14,17,0,0,0.0,0,0,0,4,0,0,0,0,74,0,0,0,0,21,0,0,0,40,0,0,0,0,0,1,0,47,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,4,4,0,0,0,0,0,0,0,26,53,11,65,0,7,0,0,0,0,0,3,0,0,0,0,0,5,7,0,0,6,1,0,3,0,0,23,216,5,0,0,54,0,0,2,5,56,48,0,0,1,8,2030.0
2017,Madhya Pradesh,Vidisha,39,0,0,159,0,0,0,6,12,30,53,4,0,0,2195,560,57,0,0,138,12,0,0.0,0,0,0,0,102,0,0,0,33,5,2,14,179,0,0,0,2,35,0,0,0,1,0,0,0,60,1,10,0,0,0,0,0,0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,32,0,0,0,290,239,4,297,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,0,0,0,0,0,46,504,102,2,0,0,0,0,0,33,0,136,0,0,12,259,5737.0
2017,Madhya Pradesh,Cyber Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017,Maharashtra,Ahmednagar,86,7,36,679,0,0,0,0,14,110,122,0,6,12,0,536,0,21,42,196,91,0,0.0,0,0,0,45,256,0,0,0,92,16,19,27,98,147,0,0,1,56,0,0,1,0,0,0,0,85,0,0,0,0,54,0,0,0,0,20,0,0,0.0,84,92,213,0,0,0,0,0,98,0,0,27,719,1072,76,482,27,312,0,68,3,48,0,42,0,0,0,0,2,0,2,0,0,173,0,0,0,0,0,118,416,285,1128,0,0,17,0,57,56,117,239,0,0,20,48,8916.0
2017,Maharashtra,Akola,38,3,28,115,0,0,0,0,9,34,60,0,12,2,0,966,59,26,1,56,53,0,0.0,0,0,0,25,63,0,0,0,46,8,2,25,57,6,0,0,0,32,0,0,1,0,0,0,0,27,1,3,0,0,35,0,18,0,0,0,0,0,0.0,2,0,3,0,19,0,1,2,0,1,0,27,152,452,47,112,12,62,1,3,0,7,0,6,0,0,0,0,1,5,0,0,0,64,2,0,67,0,0,81,256,76,1143,0,171,8,3,9,42,63,185,0,0,2,128,5026.0
2017,Maharashtra,Amravati,46,4,31,164,0,1,0,2,4,43,63,0,13,2,0,844,60,15,14,75,36,0,0.0,15,0,0,21,70,6,11,0,54,11,15,23,71,34,0,0,0,10,0,0,0,2,0,0,0,42,0,4,0,0,32,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,19,16,0,2,0,36,159,818,43,174,2,42,0,2,0,0,0,23,0,0,0,0,0,5,15,5,16,70,2,1,51,0,0,1283,180,138,76,0,210,10,0,0,70,13,175,0,0,6,20,5522.0
2017,Maharashtra,Chhatrapati Sambhajinagar,43,6,120,241,0,0,0,3,14,45,44,0,2,4,5,725,21,2,0,78,35,0,0.0,0,0,0,10,53,0,0,0,64,11,0,7,27,34,0,0,0,32,0,0,0,0,0,0,0,29,0,1,0,0,18,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,229,3,0,9,303,841,19,154,3,32,0,9,0,6,0,6,0,0,0,0,0,5,12,7,8,48,3,0,61,0,0,40,73,248,650,0,1,5,0,3,25,68,162,0,0,1,158,4866.0
2017,Maharashtra,Beed,56,3,42,248,0,1,0,1,12,54,105,0,14,6,26,670,84,15,11,74,42,1,0.0,1,1,0,0,75,6,8,0,83,4,1,19,71,24,1,1,0,16,12,0,9,1,0,0,0,30,1,1,0,0,25,0,0,0,0,12,5,0,0.0,0,0,0,0,0,0,0,0,290,2,0,6,352,411,47,146,2,68,0,19,0,7,0,25,0,0,0,0,1,0,0,4,0,56,29,0,39,0,0,33,59,228,976,1,3,3,1,5,30,76,280,0,0,5,86,5162.0
2017,Maharashtra,Bhandara,14,3,0,168,0,0,0,0,0,7,22,0,1,3,1,241,27,1,0,54,10,0,0.0,2,2,0,18,24,1,0,3,31,11,1,15,92,3,0,0,0,5,2,0,6,1,0,0,0,12,3,0,0,0,9,0,0,0,0,0,0,0,0.0,1,0,3,0,0,0,0,0,19,0,0,3,91,284,29,134,1,15,2,5,0,2,0,16,0,0,0,0,1,3,8,13,13,16,0,1,4,0,1,59,157,110,261,0,83,7,1,16,28,36,31,0,0,13,14,2274.0
2017,Maharashtra,Buldhana,44,4,30,212,0,0,0,6,10,49,53,0,5,10,0,1440,89,11,1,64,17,0,0.0,0,2,0,46,97,0,3,0,120,16,6,35,36,16,0,0,3,35,0,0,7,0,0,0,0,25,0,4,0,0,66,20,0,0,0,0,0,0,0.0,5,3,26,1,4,0,2,5,118,1,0,14,218,483,32,147,5,42,1,12,0,0,0,10,0,0,0,0,2,0,9,0,1,108,2,0,30,0,0,240,160,126,1115,0,250,15,0,11,57,97,145,0,0,9,6,6094.0
2017,Maharashtra,Chandrapur,32,9,0,295,0,0,0,0,7,14,33,0,3,6,14,572,35,6,0,59,28,0,0.0,0,2,0,12,43,0,0,0,75,16,1,12,117,1,0,0,0,88,0,0,4,0,0,0,0,32,0,0,0,0,21,0,0,1,2,0,0,0,0.0,0,0,9,3,1,0,1,2,31,0,0,9,262,325,45,198,10,48,0,2,0,2,0,30,0,0,0,0,0,7,13,1,4,81,0,0,50,0,0,94,144,165,3256,0,451,12,0,12,20,76,136,0,13,32,26,7111.0
2017,Maharashtra,Dhule,41,1,56,236,0,0,0,4,5,29,54,0,2,6,0,252,49,4,6,54,26,0,0.0,0,4,0,15,93,0,0,0,0,0,0,0,5,1,0,0,0,52,0,0,0,0,0,0,0,19,0,0,0,0,4,0,0,0,5,0,6,0,0.0,0,0,0,0,0,0,0,0,163,0,0,6,259,267,14,141,10,59,0,37,0,3,0,26,0,0,0,0,0,0,0,0,0,86,0,0,32,0,0,133,47,174,481,0,0,8,0,15,17,27,244,0,0,8,13,3299.0
2017,Maharashtra,Gadchiroli,37,2,32,116,0,0,0,0,0,12,67,0,1,0,1,140,17,0,0,6,16,0,0.0,0,0,0,3,18,0,0,0,9,7,0,3,30,2,0,0,1,5,0,0,3,1,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0.0,1,0,1,0,1,0,0,2,8,0,0,0,45,59,8,69,3,4,0,5,0,0,0,8,0,0,0,0,0,3,0,0,11,19,0,0,8,0,0,12,28,66,296,0,21,0,0,5,17,7,10,0,0,7,10,1276.0
2017,Maharashtra,Gondia,28,2,121,10,0,0,0,0,3,11,29,0,3,2,0,305,43,2,0,26,3,0,0.0,0,1,0,8,35,0,0,0,35,10,2,12,0,72,0,0,1,2,0,0,1,0,0,0,0,27,0,0,0,0,29,1,0,0,0,0,0,0,0.0,2,0,0,0,7,1,0,2,8,2,0,4,126,246,11,154,1,27,0,7,0,1,0,9,0,0,0,0,0,4,10,6,11,38,0,0,13,0,0,14,55,84,477,0,154,4,1,7,11,39,40,0,0,3,7,2410.0
2017,Maharashtra,Hingoli,30,1,118,0,0,0,0,1,4,11,50,0,6,1,29,304,13,0,1,25,26,0,0.0,0,0,0,5,41,1,4,0,12,1,0,11,0,30,0,0,2,8,5,0,0,0,0,1,0,19,0,0,0,0,10,0,0,0,0,0,16,0,0.0,5,5,4,1,20,2,0,5,56,0,0,8,82,130,16,77,1,34,0,17,0,0,0,10,0,0,0,0,1,0,1,1,8,7,0,0,13,0,0,3,60,122,522,0,199,7,1,4,24,48,63,0,0,2,14,2359.0
2017,Maharashtra,Jalgaon,53,4,0,394,0,0,0,6,3,57,64,0,2,3,0,426,0,0,0,150,28,0,0.0,0,0,0,0,105,0,0,0,60,8,1,24,0,39,0,1,1,82,0,0,30,1,0,0,0,39,1,1,0,0,9,12,0,0,0,0,0,0,0.0,1,0,3,0,6,0,0,0,227,2,0,22,407,577,25,253,18,107,0,21,0,6,0,52,0,0,0,0,2,0,8,2,3,148,11,0,18,0,0,28,229,184,1559,0,0,6,0,0,24,25,227,0,0,8,266,6079.0
2017,Maharashtra,Jalna,44,0,23,176,0,0,0,0,11,4,77,0,49,6,430,186,80,63,5,53,23,0,0.0,0,0,0,10,46,8,3,0,30,37,28,49,0,12,0,2,13,12,0,0,51,0,0,0,0,30,0,0,0,0,16,0,2,0,0,0,0,0,0.0,53,0,59,9,71,0,0,0,26,0,0,6,240,430,23,167,9,73,0,11,0,4,0,5,0,0,0,0,0,1,1,2,0,85,15,0,0,0,0,1,137,265,0,0,0,4,2,23,2,68,215,0,0,0,121,3707.0
2017,Maharashtra,Kolhapur,43,11,26,342,0,0,0,0,8,44,99,0,12,1,1,506,56,4,0,44,68,0,0.0,6,2,0,22,81,0,0,0,38,4,2,27,31,120,0,0,6,37,0,0,3,1,0,0,0,25,1,0,0,0,17,0,0,0,15,1,4,0,0.0,6,1,7,2,4,1,1,3,188,2,0,26,506,452,35,292,17,141,0,13,1,3,18,51,0,0,0,0,0,5,7,6,2,168,11,1,19,0,0,43,51,465,127,1,42,7,1,4,15,69,96,1,0,5,32,4656.0
2017,Maharashtra,Latur,44,9,0,241,0,0,0,0,9,44,40,0,0,3,56,704,62,0,0,89,49,0,0.0,0,0,0,0,0,0,0,0,139,0,0,0,0,95,0,0,0,39,0,0,0,0,0,0,0,15,0,0,0,0,42,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,254,0,0,20,282,284,30,157,8,58,0,11,0,5,0,7,0,0,0,0,0,0,0,0,0,120,0,0,40,0,0,61,89,262,163,0,118,9,0,0,40,114,187,0,0,0,2,4001.0
2017,Maharashtra,Mumbai,4,1,0,0,0,0,0,0,1,3,4,0,2,3,1,41,7,6,0,9,3,0,0.0,2,0,1,0,43,0,29,0,0,0,0,21,28,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,8,0,0,1,0,24493,0,0,4,496,0,2,0,2,0,9,0,0,0,0,0,0,0,0,0,108,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,9,41,25408.0
2017,Maharashtra,Nagpur,4,1,0,0,0,0,0,1,2,3,7,0,1,10,0,21,0,7,8,0,1,0,0.0,26,0,0,0,20,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,3,35,5825,0,0,1,98,1,9,0,8,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,5,6137.0
2017,Maharashtra,Nagpur,41,7,0,350,0,0,0,9,5,21,33,0,3,11,0,641,59,0,31,74,32,0,0.0,0,0,0,33,90,0,0,0,10,10,2,17,0,143,0,0,0,0,6,0,0,0,0,0,0,60,0,1,0,0,29,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,1,55,0,0,5,291,835,77,321,3,62,0,8,0,0,0,28,0,0,0,0,1,3,13,3,0,53,25,0,0,0,0,393,325,205,162,0,0,7,0,18,33,62,64,0,0,15,12,4802.0
2017,Maharashtra,Nanded,59,2,18,246,0,0,0,1,11,39,78,0,11,12,29,884,102,13,0,70,62,0,0.0,0,0,0,0,73,0,8,0,64,0,0,0,123,1,0,0,1,19,0,0,10,0,0,0,0,32,0,2,0,0,31,0,0,0,0,14,0,0,0.0,5,3,39,3,55,1,2,6,35,0,0,13,333,463,27,268,14,47,2,12,0,1,0,17,0,0,0,0,0,0,1,0,6,79,2,3,17,0,0,135,108,283,1132,0,148,17,0,7,34,110,204,0,0,3,24,5674.0
2017,Maharashtra,Nandurbar,35,0,20,109,0,0,0,0,0,7,33,1,1,3,0,136,17,1,3,11,6,0,0.0,0,0,0,13,28,0,1,2,11,1,1,5,10,0,0,0,0,31,0,0,0,0,0,0,0,13,0,1,0,0,8,1,0,0,9,1,5,0,0.0,0,0,0,0,0,0,0,0,98,0,0,9,162,127,2,71,1,30,0,10,0,0,0,8,0,0,0,0,0,0,1,0,0,39,0,0,0,1,0,47,36,38,276,0,0,2,0,13,8,12,61,0,0,2,3,1581.0
2017,Maharashtra,Nashik,78,6,223,441,0,1,0,0,7,78,65,0,0,11,10,802,68,8,1,98,134,3,0.0,1,0,0,20,21,1,1,0,174,12,0,11,10,179,0,0,0,14,7,0,0,1,0,0,0,26,0,4,0,0,35,0,0,0,3,1,5,0,0.0,0,0,87,35,0,0,73,0,232,4,1,9,536,492,47,332,8,102,0,28,0,3,0,30,0,0,0,0,0,0,4,2,0,190,5,0,21,0,0,48,183,370,857,0,7,13,0,2,30,27,243,0,0,8,203,6792.0
2017,Maharashtra,Mumbai Suburban,43,3,0,257,0,0,0,25,1,26,26,0,3,10,15,286,65,19,0,45,63,0,0.0,7,5,0,7,110,0,1,0,7,10,1,5,0,251,0,0,3,1,0,0,6,6,0,0,0,61,0,2,0,0,1,1,0,1,11,0,0,0,0.0,0,0,0,1,0,0,0,1,81,0,0,3,586,560,115,334,20,195,1,8,0,4,0,69,0,0,0,0,3,7,12,3,15,346,11,0,123,0,0,15,69,397,18,0,17,2,0,1,4,45,119,0,2,29,74,4674.0
2017,Maharashtra,Dharashiv,48,1,0,240,0,0,0,6,8,43,28,0,2,4,17,505,66,4,0,41,36,0,0.0,1,0,0,0,41,0,0,0,62,8,1,9,30,12,0,0,0,25,0,0,4,0,0,0,0,16,0,0,0,0,13,0,0,0,0,0,31,0,0.0,16,0,61,59,22,0,0,4,0,0,0,12,172,277,31,123,2,23,0,11,0,1,0,20,0,0,0,0,0,0,1,8,1,41,0,0,53,0,0,19,49,239,137,2,3,10,0,8,12,51,73,0,0,3,4,2850.0
2017,Maharashtra,Palghar,74,3,203,263,0,1,0,14,1,38,39,0,3,9,1,485,64,9,1,80,57,2,0.0,1,2,0,10,35,0,0,0,54,9,0,36,327,80,0,0,1,3,0,0,0,17,1,1,0,71,0,0,0,0,7,0,0,0,5,0,2,0,0.0,0,0,0,0,0,0,0,0,172,0,0,2,527,497,141,386,16,198,1,14,0,7,0,42,0,0,0,0,0,0,0,0,35,224,23,0,4,0,0,18,154,146,2,0,2,7,0,2,13,41,63,0,0,10,79,4835.0
